emp_no,first_name,last_name,from_date,title
85570,Shigehito,Karlin,1986-04-05,Senior Staff
85575,Kiyotoshi,Matzov,1988-05-31,Senior Staff
85577,Deniz,Sadowski,1998-06-12,Staff
85583,Sanjeeva,Hiyoshi,1994-08-24,Assistant Engineer
85589,Amstein,Bressoud,1985-12-13,Senior Engineer
85607,Yucai,Hertweck,1988-08-21,Engineer
85609,Otmar,Benner,1986-05-12,Senior Engineer
85620,Yoshinari,Chvatal,1988-12-30,Senior Staff
85621,Steen,Peha,1993-10-04,Senior Staff
85622,Berthier,Dengi,1998-07-02,Staff
85624,Ayonca,Keustermans,1986-06-15,Staff
85631,Munehiro,Murtagh,1986-07-31,Staff
85633,Salvador,Snedden,1987-04-30,Staff
85641,Breannda,Buescher,1987-05-10,Staff
85645,Henk,Ashish,1994-12-11,Assistant Engineer
85647,Kristian,Waymire,1985-11-25,Staff
85669,Yishay,Denis,1990-02-08,Senior Engineer
85675,Ziya,Spell,1987-08-22,Technique Leader
85692,Marin,Petersohn,1987-11-06,Engineer
85696,Wuxu,Mitzlaff,1998-08-11,Senior Staff
85708,Steen,Otillio,1994-05-23,Senior Engineer
85719,Satosi,Rosti,1998-01-17,Senior Staff
85739,Fumino,Benzaken,1985-09-15,Senior Engineer
85743,Ramalingam,Wissmann,1991-05-27,Staff
85755,Aloys,Ozeri,1985-06-01,Staff
85757,Kannan,Bach,1991-03-05,Staff
85761,Kazuyasu,Hofting,2000-01-26,Engineer
85775,Georgy,Engberts,1990-03-21,Senior Engineer
85776,Dante,Reutenauer,1985-05-01,Senior Staff
85784,Nechama,Cronau,1992-10-25,Senior Staff
85786,Rafail,Chaudhuri,1988-09-24,Senior Staff
85796,Honglan,Boissier,1998-01-17,Staff
85799,Radhika,Parveen,1991-03-03,Senior Staff
85811,Dayanand,Bain,1997-06-13,Engineer
85812,Seshu,Erbe,1987-11-20,Engineer
85825,Hongzhu,Zedlitz,1991-04-26,Senior Staff
85827,Basant,Schach,1994-01-16,Senior Staff
85835,Pantung,Gyorkos,1987-10-08,Senior Engineer
85840,Kazuhiko,Reinhart,1998-11-11,Engineer
85850,Leszek,Usdin,1988-02-20,Senior Engineer
85866,Dinkar,Baek,1992-09-24,Senior Staff
85876,Kellyn,Merks,1995-04-20,Engineer
85883,Takahito,Reghbati,1999-06-30,Engineer
85892,Rasikan,Binkley,1997-03-14,Engineer
85894,Teunis,Eugenio,1987-08-30,Senior Engineer
85899,Chinhyun,Zaiane,1991-09-12,Senior Staff
85901,Tommaso,Hagimont,1996-07-22,Staff
85910,Nishit,Lemarechal,1985-08-09,Senior Staff
85913,Anwar,Rehfuss,1988-01-06,Engineer
85924,Gita,Menhardt,1994-06-18,Senior Engineer
85939,Xinyu,Schlegelmilch,1986-12-03,Senior Staff
85941,Sampalli,Lunt,1986-07-23,Staff
85942,Jaber,Sankaranarayanan,1993-12-17,Assistant Engineer
85949,Thodoros,Penttonen,1992-04-17,Engineer
85958,Fusako,Vadhan,1986-12-05,Senior Staff
85968,Idoia,Lorch,1996-04-10,Technique Leader
85988,Aiichiro,Brlek,1989-12-12,Staff
85990,Saeko,Jakobus,1996-11-27,Senior Engineer
85999,Arch,Dymetman,1987-07-21,Senior Staff
86003,Khaled,Zielinski,1988-02-21,Senior Engineer
86005,Sahrah,Samarati,2000-01-16,Senior Staff
86014,Maris,Zeilberger,1985-04-16,Technique Leader
86016,Eldridge,Compeau,1997-03-08,Engineer
86023,Yuqun,Braunschweig,1986-09-30,Staff
86029,Yuguang,Cronau,1988-05-29,Senior Engineer
86037,Khaled,Badache,2000-01-15,Staff
86045,Leah,Kavanagh,1997-07-24,Engineer
86047,Ebru,Suppi,1998-07-20,Engineer
86052,Hidekazu,Badache,1986-01-26,Senior Staff
86060,Arvind,Luce,1985-10-06,Staff
86062,Zengping,Anido,1991-09-09,Staff
86065,Suebskul,Fetvedt,1993-09-21,Senior Engineer
86070,Diederik,Restivo,1986-04-11,Senior Engineer
86071,Premsyl,Kavvadias,1998-08-04,Staff
86074,Susanne,Zirintsis,1992-01-04,Senior Staff
86081,Valery,Iwayama,1995-07-19,Senior Staff
86082,Marsha,Redmiles,1986-12-14,Staff
86083,Parke,Spell,1986-09-30,Senior Engineer
86111,Flemming,Mondadori,1988-07-11,Senior Engineer
86139,Arif,Lichtman,1985-09-24,Staff
86155,Tadahiko,Luke,1985-02-08,Technique Leader
86157,Kwangsub,Demizu,1988-05-11,Engineer
86164,Adit,Rothe,1990-12-13,Senior Staff
86175,Marc,Herbst,1996-02-28,Senior Engineer
86178,Sakthirel,Krogh,1987-07-06,Senior Staff
86183,Takahiro,Baja,1988-09-01,Engineer
86211,Shih,Vanwelkenhuysen,1987-05-17,Engineer
86217,Mari,Asrin,1999-03-20,Assistant Engineer
86224,Shaunak,Ishibashi,1989-04-07,Staff
86252,Mahendra,Selenyi,1996-03-20,Staff
86267,Masato,Guting,1992-07-22,Senior Engineer
86269,Kristinn,Swift,1989-04-25,Senior Staff
86270,Prodip,Menhoudj,1985-08-30,Senior Staff
86271,Ipke,Llado,1989-02-03,Staff
86275,Ipke,Genin,1998-04-22,Engineer
86282,Martien,Baak,1986-07-24,Staff
86284,Fabrizio,Wrigley,1988-10-30,Assistant Engineer
86287,Masami,Liesche,1990-07-15,Senior Staff
86297,Susuma,Feldmann,1990-05-30,Technique Leader
86305,Nadjib,Weisert,1988-08-05,Senior Engineer
86308,Dipankar,Muhling,1988-06-08,Assistant Engineer
86321,Shiv,Vasanthakumar,1994-04-14,Engineer
86342,Marit,Boguraev,1994-07-21,Engineer
86351,Jackson,Staylopatis,1987-06-15,Senior Staff
86357,Rosalyn,Sessa,1985-07-04,Technique Leader
86364,Shushma,Decaestecker,1989-03-30,Senior Engineer
86369,Barton,Stemann,1988-05-25,Engineer
86395,Duke,Grospietsch,1989-01-14,Senior Staff
86404,Jungsoon,Quaggetto,1989-09-04,Senior Engineer
86405,Sreekrishna,Bale,1986-05-09,Senior Engineer
86416,Kazuhiro,Budinsky,1988-12-17,Senior Engineer
86436,Hilari,Kropf,1994-06-15,Staff
86437,Zvonko,Bednarek,1991-03-30,Engineer
86445,Chaoyi,Wynblatt,1986-10-22,Senior Staff
86448,Fumino,Garnier,1992-04-05,Senior Engineer
86459,Gritta,Etalle,1998-08-14,Senior Staff
86480,Navid,Tramer,1993-08-27,Senior Engineer
86491,Shuzo,Conta,1985-12-18,Senior Engineer
86494,Masato,Perng,1988-12-30,Senior Staff
86499,Lech,Escriba,1988-01-09,Senior Staff
86513,Yishay,Murtha,1986-10-04,Senior Staff
86527,Toshiko,Pollacia,1994-01-07,Senior Staff
86539,Adam,Junet,1988-10-06,Staff
86554,George,Itschner,1986-09-02,Engineer
86559,Weiye,Tsukuda,1988-05-29,Senior Engineer
86561,Thodoros,Frolund,1993-08-16,Assistant Engineer
86564,Jaideep,Theuretzbacher,1986-03-12,Senior Engineer
86575,Berthier,Sinitsyn,1997-11-16,Staff
86600,Baocai,Baba,1987-03-31,Senior Staff
86608,Honglan,Shigei,1999-02-28,Staff
86612,Yuchang,McAffer,1987-09-04,Senior Staff
86617,Mingsen,Desikan,1991-09-22,Senior Staff
86626,Sashi,Polajnar,1987-06-16,Senior Staff
86629,Yolla,Sommer,1987-02-20,Staff
86631,Tristan,Isaac,1986-07-13,Senior Engineer
86634,Odysseas,Terlouw,1990-04-29,Technique Leader
86641,Kamran,Gladwell,1986-07-15,Senior Engineer
86654,Jeane,Taubenfeld,1986-03-28,Staff
86667,King,Slobodova,1988-06-06,Engineer
86674,Fumiya,Candan,1995-04-16,Staff
86690,Carrsten,Whitcomb,1989-01-29,Senior Engineer
86691,Kagan,Serdy,1987-06-28,Senior Staff
86715,Katsuo,Farrag,1997-10-07,Engineer
86746,Parke,Seiwald,1991-03-27,Senior Engineer
86751,Feiyu,Swick,1987-06-04,Senior Engineer
86754,Guadalupe,Vigier,1993-06-28,Staff
86772,Kayoko,Chepyzhov,1997-10-16,Staff
86776,Palash,Danecki,1987-11-30,Senior Staff
86788,Golgen,Saoudi,1986-02-08,Senior Staff
86817,Shmuel,Sommen,1998-02-16,Senior Engineer
86819,Wuxu,Bisiani,1989-06-13,Senior Staff
86822,Halsur,Veccia,1994-02-13,Senior Engineer
86823,Xiaopeng,Perly,1994-01-27,Engineer
86831,KayLiang,Nanard,1998-05-23,Staff
86832,Duro,Magalhaes,1991-12-08,Senior Engineer
86838,Janche,Gecseg,1986-03-12,Staff
86851,Kensyu,Schusler,1987-04-25,Senior Staff
86852,Lijie,McFarlin,1988-03-17,Engineer
86853,Dhritiman,Giveon,1990-04-21,Senior Staff
86856,Vasilis,Perelgut,1998-09-26,Staff
86862,Pascal,Fetvedt,1997-09-17,Engineer
86871,Djenana,Zolotykh,1987-05-04,Senior Engineer
86887,Martijn,Roison,1993-06-23,Senior Staff
86905,Alenka,Streng,1990-10-30,Engineer
86906,Adel,Fiutem,1985-06-07,Senior Engineer
86934,Jovan,Strooper,1987-10-02,Engineer
86941,Zhiguo,Tanemo,1995-09-01,Senior Staff
86947,Vitali,Hooghiemstra,1989-03-25,Staff
86948,Rosita,Swan,1998-09-14,Staff
86951,Martijn,Coors,1985-07-21,Senior Engineer
86952,Richard,Oskamp,1985-04-26,Senior Staff
86957,Aris,Guenter,1991-01-24,Engineer
86969,Shai,Rijckaert,1990-03-24,Engineer
86970,Hugo,Zizka,1985-08-12,Senior Engineer
86973,Shao,Honiden,1994-10-31,Assistant Engineer
86977,Volkmar,Hofstetter,1988-04-16,Senior Engineer
86984,Lakshmi,Kawashima,1987-06-17,Senior Engineer
87001,Sanjit,Maquelin,1987-05-07,Senior Staff
87022,Mario,Eterovic,1985-04-11,Engineer
87028,Greger,Perfilyeva,1987-07-12,Engineer
87030,Shmuel,Prenel,1987-10-01,Senior Staff
87043,Fay,Anily,1987-07-01,Assistant Engineer
87047,True,Beilner,1986-05-15,Senior Staff
87054,Szabolcs,Kandlur,1991-11-22,Senior Engineer
87059,Girolamo,Leuchs,1988-04-12,Staff
87060,Willard,Birdsall,1987-03-31,Senior Staff
87064,Ewing,Bednarek,1997-05-22,Engineer
87066,Jaber,Zobel,1985-12-20,Staff
87070,Tsz,Farrow,1985-08-31,Senior Engineer
87078,Boalin,Muntz,1993-01-22,Senior Engineer
87091,Sashi,Hiraishi,1987-11-12,Staff
87094,Stevo,Turnbull,1987-02-08,Senior Engineer
87095,Jixiang,Laurillard,1998-08-08,Staff
87107,Kasturi,Peir,1988-01-11,Staff
87115,Charlene,Zyda,1986-02-13,Staff
87133,Alexius,Schoegge,1986-05-21,Senior Staff
87137,Aluzio,Tsunoo,1985-07-13,Senior Staff
87144,Kshitij,Naudin,1996-09-03,Engineer
87152,Nakhoon,Byoun,1988-06-23,Staff
87158,Nahid,Neiman,1986-09-20,Technique Leader
87160,Nevio,Gihr,1986-05-25,Senior Engineer
87161,Ennio,Sudkamp,1996-03-22,Staff
87168,Herb,Beerel,1988-02-12,Senior Engineer
87170,Macha,Gide,1988-06-04,Engineer
87186,Shaowei,Luby,1988-12-16,Staff
87196,Caolyn,Ozery,1997-05-18,Engineer
87197,Shahab,Unni,1997-03-22,Senior Engineer
87199,Yefim,Luck,1996-02-04,Engineer
87200,Shridhar,Skafidas,1994-04-07,Senior Engineer
87211,Ohad,Masada,1988-12-15,Assistant Engineer
87232,Arch,Thebaut,1986-01-12,Engineer
87234,Boriana,Mungall,1988-09-04,Staff
87246,Boaz,Melichar,1994-01-21,Staff
87269,IEEE,Etalle,1990-07-05,Staff
87274,Hilari,Gide,1985-07-27,Senior Staff
87278,Masato,Kragelund,1987-06-25,Engineer
87284,Ranga,Fandrianto,1991-01-15,Senior Staff
87293,Kwangho,Champarnaud,1987-06-20,Senior Staff
87302,Martina,Garigliano,1987-03-19,Staff
87306,Mabhin,Speckmann,1995-11-07,Staff
87308,Shaz,Bresenham,1996-04-05,Staff
87319,Zita,Bain,1985-05-23,Senior Staff
87323,Akemi,Nastansky,1988-10-16,Senior Engineer
87336,Arco,Dusink,1990-02-11,Senior Staff
87337,Huai,Barbanera,1987-04-15,Senior Staff
87339,Kamakshi,Aseltine,1990-02-03,Technique Leader
87357,Constantijn,Kambil,1988-03-16,Senior Engineer
87359,Sadok,Bael,1985-04-12,Senior Staff
87372,Maren,Stellhorn,1985-08-13,Staff
87374,Sampalli,Maraist,1987-10-10,Senior Staff
87401,Shietung,Zweizig,1997-10-19,Senior Engineer
87415,Radhia,Thibadeau,1989-12-27,Engineer
87422,Mohamadou,Lorcy,1988-08-19,Senior Engineer
87442,Marjo,Jeong,1995-09-21,Assistant Engineer
87446,Theron,Wilharm,1988-07-09,Senior Engineer
87448,Weidon,Serna,1987-09-11,Assistant Engineer
87449,Golgen,Validov,1986-11-18,Assistant Engineer
87450,Xuedong,Shobatake,1987-06-09,Engineer
87451,Zhonghui,Denos,1989-06-18,Engineer
87454,Terresa,Veeraraghavan,1986-07-07,Senior Staff
87461,Moni,Decaestecker,1989-05-31,Senior Engineer
87476,Amabile,Niizuma,1986-01-21,Senior Engineer
87480,Geoff,Mitzlaff,1988-02-15,Senior Staff
87483,Vesna,Baranowski,1987-05-09,Engineer
87492,Susuma,Kushner,1992-12-22,Senior Engineer
87498,Rafols,Shobatake,1994-04-13,Senior Staff
87504,Fumiya,Takanami,1988-11-14,Assistant Engineer
87526,Turgut,Lanphier,1986-03-15,Senior Staff
87560,Mansur,Gniady,1989-05-03,Senior Staff
87568,Erez,Usery,1987-08-12,Engineer
87585,Oscar,Morrin,1986-09-01,Engineer
87637,Qingxiang,Aamodt,1994-06-18,Senior Staff
87638,Fay,Raczkowsky,1988-03-16,Senior Staff
87640,Shigehito,Swift,1985-06-13,Senior Engineer
87663,Lenore,Pews,1997-01-06,Senior Engineer
87671,Oldrich,Kandlur,1985-02-11,Senior Staff
87672,Sadok,Zlotek,1997-05-23,Senior Staff
87679,Guenter,Marciano,1987-03-12,Staff
87681,IEEE,Birge,1988-06-18,Senior Engineer
87693,Mikhail,Osgood,1990-02-22,Technique Leader
87697,Sanjoy,Luit,1986-08-10,Staff
87723,Uwe,Kowalchuk,1987-08-22,Assistant Engineer
87738,Ipke,Sluis,1998-10-03,Senior Staff
87751,Lakshmi,Frolund,1985-06-28,Senior Staff
87752,Yurii,Hasenauer,1990-02-14,Senior Staff
87757,Syozo,Ghalwash,1987-03-28,Assistant Engineer
87765,Theirry,Garnham,1987-08-09,Staff
87769,Subhrajyoti,Tomescu,1993-05-19,Engineer
87793,Fatemeh,Kakkar,1994-07-21,Senior Staff
87796,Boriana,Middleton,1986-03-05,Senior Engineer
87806,Khatoun,Shokrollahi,1985-06-22,Staff
87807,Berni,Diderrich,1987-03-05,Senior Engineer
87824,Serenella,Falster,1987-06-18,Engineer
87829,Genki,Etalle,1985-10-05,Engineer
87840,Sungwon,Wendorf,1985-08-02,Engineer
87851,Aloys,Asser,1985-05-13,Staff
87852,Nikolaos,Pokrovskii,1987-05-28,Senior Staff
87856,Lunjin,Erol,1986-09-30,Staff
87869,Alassane,Luit,1986-01-19,Senior Staff
87875,Anneli,Reeker,1985-07-24,Senior Engineer
87876,Dante,Perfilyeva,1995-08-13,Senior Engineer
87881,Yechezkel,Masaki,1988-11-12,Engineer
87897,Tzu,Suwa,1986-07-21,Staff
87902,Phuoc,Compeau,1987-06-04,Senior Engineer
87944,Mahendra,Schmezko,1992-06-16,Senior Engineer
87948,Subhash,Kalafatis,1998-07-15,Engineer
87951,Ottavia,Rohrbach,1986-06-27,Engineer
87958,Leandro,Mattern,1988-07-14,Senior Engineer
87964,Alejandro,Luon,1992-03-11,Senior Staff
87974,Shunichi,Peac,1988-11-07,Senior Staff
87982,Lijia,Conia,1988-03-24,Engineer
87991,Fusako,Gubsky,1992-10-14,Senior Staff
87992,Moriyoshi,Iivonen,1993-07-31,Senior Staff
87993,Masasuke,Hiraishi,1987-04-24,Engineer
88005,Mrinalini,Brookman,1997-11-15,Engineer
88010,Prodip,Ventosa,1995-02-20,Staff
88015,Dmitry,Akiyama,1988-05-06,Assistant Engineer
88032,Urs,Serra,1990-06-20,Senior Staff
88033,Masato,Callaway,1992-02-07,Senior Engineer
88038,Monique,Jarecki,1987-09-10,Engineer
88060,Emdad,Ferriere,1997-07-04,Engineer
88079,Karlis,Hmelo,1992-11-13,Staff
88080,Mack,Heuser,1986-09-30,Staff
88089,Kwok,Alpin,1987-05-02,Senior Engineer
88101,Zongyan,Strooper,2000-01-19,Engineer
88116,Luerbio,Butterworth,1990-06-15,Engineer
88127,Sushant,Hooghiemstra,1987-04-25,Staff
88136,Shir,Stille,1996-08-02,Engineer
88137,Domenick,Brodie,1986-08-12,Senior Engineer
88145,Sanjit,Ernst,1986-10-28,Engineer
88190,Lech,Radivojevic,1993-04-20,Senior Staff
88191,Monique,Sigstam,1996-10-14,Engineer
88195,Ghassan,Krogh,1987-04-08,Engineer
88213,Zvonko,Varman,1990-08-18,Technique Leader
88219,Palash,Krzyzanowski,1986-12-15,Senior Engineer
88246,Munenori,Slobodova,1990-07-01,Senior Staff
88247,Marjo,Fasbender,1986-10-09,Staff
88255,Tesuro,Barbanera,1988-09-24,Senior Staff
88260,Miomir,Krzyzanowski,1985-09-27,Senior Engineer
88262,Sham,Stassinopoulos,1986-05-02,Senior Engineer
88269,Demin,Kaelbling,1986-08-09,Senior Staff
88287,Parke,Reistad,1985-05-31,Senior Engineer
88298,Shuji,Vidya,1996-12-16,Engineer
88314,Tsutomu,Denti,1987-07-24,Senior Engineer
88340,Gad,Fiutem,1990-08-22,Staff
88346,Francesca,Wissmann,1987-11-25,Engineer
88353,Anneke,Ranka,1987-12-18,Senior Engineer
88354,Lijia,Jiafu,1987-08-30,Senior Staff
88358,Trygve,Salinas,1990-06-03,Senior Engineer
88377,Mrinalini,Sifakis,1989-01-24,Engineer
88378,Shaz,Rodier,1990-07-04,Senior Engineer
88381,Jackson,Bondorf,1987-03-26,Staff
88382,Genta,Penz,1989-04-19,Engineer
88385,Tran,Besancenot,1985-04-30,Senior Staff
88386,Jiann,Bondorf,1986-01-01,Senior Engineer
88387,Sanjeeva,Lundstrom,1996-05-05,Engineer
88389,Jiakeng,Waymire,1994-10-06,Senior Staff
88393,Kauko,Farris,1985-11-21,Engineer
88399,Thodoros,Pettit,1997-08-10,Staff
88401,Evgueni,Eiter,1988-03-26,Staff
88403,Nigel,Ramaiah,1998-11-03,Staff
88408,Rasiah,Skrikant,1989-09-19,Senior Staff
88419,Luerbio,Murillo,1996-01-20,Technique Leader
88421,Mariusz,Kusalik,1986-04-17,Staff
88441,Mart,Moehrke,1985-12-04,Engineer
88449,Lihong,Naudin,1986-12-15,Senior Engineer
88489,Monique,Soloway,1985-07-05,Engineer
88491,Mabry,Swiler,1990-09-21,Senior Staff
88495,Wilmer,Molenaar,1985-02-24,Senior Staff
88503,Anestis,Rosenbaum,1988-04-14,Senior Engineer
88512,Giao,Vigier,1988-07-24,Engineer
88524,Zorica,Einsfeld,1996-06-30,Engineer
88543,Geoff,Brodie,1987-05-16,Senior Engineer
88544,Yannik,Gilg,1987-04-20,Senior Staff
88548,Baruch,Heijenga,1986-10-06,Senior Engineer
88556,Ute,Ravishankar,1990-09-11,Assistant Engineer
88563,Mototsugu,Rodite,2000-01-07,Staff
88570,Genta,Rosenbaum,1987-11-25,Senior Engineer
88579,Vasilii,Himler,1987-05-07,Senior Engineer
88584,Sakthirel,Rikino,1991-12-23,Engineer
88597,Zita,Narwekar,1985-04-20,Senior Engineer
88599,Kristin,Schneeberger,1988-06-11,Senior Engineer
88600,Bernd,Ranze,1988-08-12,Senior Staff
88615,Weicheng,Shrader,1985-07-30,Staff
88616,Tadahiro,Esposito,1989-07-11,Senior Engineer
88628,Guoxiang,Polajnar,1994-02-21,Assistant Engineer
88636,Xiping,Jeansoulin,1997-12-08,Engineer
88646,Joydip,Niizuma,1993-08-22,Engineer
88656,Oddvar,Parveen,1986-01-30,Technique Leader
88661,Moheb,Frijda,1996-09-23,Engineer
88663,Adly,Deville,1986-11-22,Senior Engineer
88679,Genta,Lichtner,1986-04-15,Senior Staff
88681,Genta,Alvarado,1999-03-17,Senior Engineer
88698,Mary,Lundstrom,1991-12-04,Senior Staff
88701,Terresa,Krzyzanowski,1988-02-11,Senior Engineer
88707,Adit,Ermel,1985-03-01,Senior Engineer
88722,Falguni,Lagarias,1996-09-27,Engineer
88741,Ottavia,Rattan,1995-09-02,Engineer
88748,Satoru,Sigstam,1998-11-14,Staff
88754,Garnet,Thorensen,1986-09-29,Senior Staff
88764,Aloys,Turnbull,1986-11-06,Staff
88765,Xuejun,Honglei,1997-02-07,Engineer
88770,Jaroslava,Mukaidono,1987-11-03,Senior Staff
88772,Bangqing,Pesch,1993-01-03,Senior Engineer
88776,Bedir,Kaiser,1994-07-22,Senior Staff
88778,Mohammed,Gruenwald,1996-03-11,Engineer
88788,Aamer,Picel,1988-10-10,Senior Staff
88791,Yunming,Salvesen,1988-05-28,Assistant Engineer
88792,Stevo,Reghbati,1988-05-31,Engineer
88796,Mang,Erol,1997-05-03,Assistant Engineer
88803,Bikash,Zambonelli,1985-09-01,Engineer
88806,Laurentiu,Ernst,1993-07-12,Staff
88821,Shen,Gihr,1986-10-30,Senior Engineer
88825,Fun,Alvarado,1998-10-22,Staff
88830,Shih,Auria,1985-02-04,Engineer
88835,Gad,Nivat,1988-03-10,Assistant Engineer
88865,Lalit,Peng,1987-02-27,Engineer
88869,Miomir,Plump,1987-03-27,Senior Engineer
88890,Pranjal,Aloisi,1987-12-30,Senior Staff
88893,Shaleah,Shanbhogue,1992-01-23,Senior Engineer
88905,Yakichi,Muhlberg,1988-06-07,Senior Engineer
88914,Masali,Ozeki,1993-11-15,Engineer
88919,Aleksander,Savasere,1987-03-21,Technique Leader
88924,Qiwen,Alameldin,1986-11-14,Senior Engineer
88936,Hironobu,Belinskaya,1991-01-29,Staff
88937,Angel,Waschkowski,1988-02-04,Senior Engineer
88938,Rosine,Detkin,1996-10-15,Staff
88942,Leif,Senzako,1986-10-27,Senior Engineer
88945,Miomir,Jahnichen,1987-12-31,Staff
88947,Ronghao,Marletta,1988-11-17,Staff
88973,Ingemar,Peng,1997-03-01,Engineer
88975,Miomir,Baak,1986-10-06,Staff
88976,Younwoo,Peron,1987-12-04,Senior Staff
88987,Miomir,Prenel,1997-09-20,Engineer
88989,Jaber,Gulik,1988-03-08,Staff
88997,Leif,Giveon,1993-01-27,Engineer
89001,Zeydy,Sommen,1988-12-03,Senior Staff
89002,Luisa,Pelz,1986-11-24,Engineer
89010,Jingling,Weisert,1998-08-11,Engineer
89014,Piyush,Jiafu,1991-05-20,Senior Engineer
89022,Atilio,Orlowski,1991-08-28,Staff
89026,Rafols,Siprelle,1990-02-16,Senior Staff
89030,Xinglin,Prochazka,1985-04-29,Senior Engineer
89033,Sailaja,Jansen,1987-02-03,Engineer
89038,Troy,Kambil,1985-07-19,Engineer
89039,Marek,Quadeer,1998-12-28,Engineer
89043,Mohammed,Riefers,1987-04-30,Assistant Engineer
89047,Rayond,Ishibashi,1998-06-06,Engineer
89051,Demos,Ritzmann,1987-09-05,Senior Staff
89053,Arunachalam,Bolsens,1987-02-26,Engineer
89060,Matt,Chandrasekhar,1990-10-11,Senior Engineer
89063,Gen,Marshall,1987-09-08,Senior Engineer
89074,Dmitry,Chandrasekhar,1995-12-15,Staff
89080,Gil,Smeets,1998-09-15,Engineer
89112,Kwangho,Zeidenstein,1985-03-06,Senior Engineer
89119,Pranjal,Cyne,1994-10-13,Senior Engineer
89123,Leen,Selvestrel,1988-12-21,Senior Engineer
89125,Danel,Sinitsyn,1998-10-20,Technique Leader
89133,Fumino,Kermarrec,1989-07-08,Technique Leader
89136,Poornachandra,Swab,1985-12-01,Engineer
89148,Mads,Heering,1985-08-31,Senior Engineer
89154,Dietrich,Isaak,1995-10-04,Staff
89158,Qingxiang,Marwedel,1988-10-09,Senior Engineer
89162,Yongqiao,Melter,1988-06-30,Senior Staff
89179,Weijing,Kranzdorf,1991-06-28,Senior Staff
89184,Chriss,Fargier,1988-08-31,Senior Staff
89186,Gor,Marshall,1987-07-07,Senior Engineer
89194,Arunachalam,Picht,1992-09-28,Staff
89232,Remzi,Herath,1985-07-23,Senior Staff
89240,Arfst,Ecklund,1997-06-08,Engineer
89265,Munir,Gopalakrishnan,1987-12-25,Staff
89270,Francoise,Chachaty,1996-09-28,Engineer
89275,Menkae,Jonsson,1998-05-21,Senior Staff
89300,Xiaoqiang,Schaar,1990-04-26,Senior Engineer
89305,Nidapan,Bernardinello,1995-08-09,Senior Engineer
89315,Susumu,Montemayor,1985-07-02,Senior Staff
89318,Uli,Plump,1990-09-12,Senior Staff
89331,Ranga,Narahara,1992-09-08,Engineer
89333,Mona,Iisaka,1997-08-02,Engineer
89353,Mostafa,Akiyama,1986-12-16,Assistant Engineer
89354,Aiman,Schicker,1987-01-04,Staff
89362,Jiafu,Flasterstein,1987-02-09,Senior Engineer
89374,Ingemar,Itzigehl,1994-08-16,Engineer
89381,Paraskevi,Anily,1988-06-15,Staff
89388,Divier,Hasenauer,1989-03-26,Senior Engineer
89391,Aram,Steenbeek,1985-12-10,Senior Staff
89392,Leen,Casperson,1990-01-31,Engineer
89399,Erzsebet,Smeets,1986-08-11,Senior Engineer
89404,Arnd,Peng,1985-03-22,Staff
89416,Mariangiola,Nitsch,1990-07-25,Senior Staff
89425,Chandrasekaran,Baba,1992-06-17,Staff
89431,Yunming,Pileggi,1988-01-16,Senior Engineer
89448,Vidya,Akiyama,1987-08-01,Senior Staff
89457,Kousuke,Peir,1997-08-10,Engineer
89476,Xiaoqiang,Perna,1985-05-27,Senior Engineer
89480,Palash,Angelov,1985-10-28,Staff
89507,Diederik,Orlowska,1997-08-01,Engineer
89512,Susanta,Lung,1989-05-02,Assistant Engineer
89525,Kristin,Pleszkun,1988-08-09,Engineer
89537,Gaurav,Tasistro,1986-04-27,Technique Leader
89553,Gilbert,Pocchiola,1987-06-19,Engineer
89567,Kankanahalli,Masand,1986-12-04,Staff
89573,Ute,Varley,1994-08-20,Senior Staff
89598,Nectarios,Alpin,1995-04-10,Engineer
89608,Susanne,Niizuma,1991-01-17,Staff
89624,Pohua,Cherinka,1988-03-15,Technique Leader
89632,Hausi,Theuretzbacher,1991-03-05,Senior Staff
89640,Sreekrishna,Muhling,1988-02-07,Staff
89641,Geoff,Lundstrom,1999-08-12,Staff
89669,Ult,Miake,1986-06-13,Technique Leader
89672,Ebbe,Feldmann,1996-12-24,Senior Engineer
89694,Dulce,Wuwongse,1995-08-07,Staff
89699,Uma,Keustermans,1999-04-25,Senior Engineer
89715,Toshimori,Sanella,1991-01-09,Engineer
89724,Naftali,Kalorkoti,1986-08-31,Staff
89743,Hugo,Ferriere,1996-07-05,Technique Leader
89755,Lalit,Klerer,1998-02-13,Staff
89760,Mandell,Ducloy,1987-05-11,Staff
89776,Seongbae,Remmers,1986-10-28,Senior Staff
89783,Volkmar,Georg,1986-10-17,Senior Staff
89785,Amabile,Beerel,1986-12-03,Staff
89795,Yinlin,Kirkerud,1988-05-15,Senior Engineer
89801,Zvonko,Giarratana,1992-06-19,Staff
