emp_no,first_name,last_name,hire_date,to_date,title,birth_date
491478,Gill,Varman,1988-06-18,9999-01-01,Senior Staff,1965-01-16
491596,Charmane,Pargas,1988-07-29,9999-01-01,Senior Engineer,1965-01-21
491596,Charmane,Pargas,1988-07-29,9999-01-01,Senior Engineer,1965-01-21
491632,Gadiel,Perly,1986-10-20,9999-01-01,Senior Staff,1965-01-01
492000,Valeska,Cools,1993-12-16,9999-01-01,Senior Staff,1965-01-10
492052,Udo,Ratnakar,1994-02-25,9999-01-01,Staff,1965-01-11
492217,Heekeun,Verhaegen,1991-05-23,9999-01-01,Senior Engineer,1965-01-16
492639,Sanjoy,Porenta,1988-08-08,9999-01-01,Engineer,1965-01-30
492677,Goetz,McAffer,1988-02-05,9999-01-01,Senior Engineer,1965-01-26
493031,Hironoby,Jakobus,1987-11-13,9999-01-01,Senior Staff,1965-01-23
493048,Muzhong,Berztiss,1995-01-23,9999-01-01,Senior Staff,1965-01-31
493096,Sachem,Msuda,1992-06-04,9999-01-01,Engineer,1965-01-31
493744,Leni,Kropatsch,1986-01-31,9999-01-01,Senior Engineer,1965-01-14
494019,Morrie,Iisaku,1991-05-06,9999-01-01,Senior Staff,1965-01-16
494088,Phule,Dahlbom,1989-02-06,9999-01-01,Senior Engineer,1965-01-10
494493,Masasuke,Koprowski,1996-11-20,9999-01-01,Staff,1965-01-10
494995,Yongmao,Pouyioutas,1989-08-24,9999-01-01,Senior Staff,1965-01-04
496100,Pranjal,Reinhard,1988-11-05,9999-01-01,Staff,1965-01-07
496970,Giordano,Maquelin,1986-08-06,9999-01-01,Senior Engineer,1965-01-03
496978,Danco,Debuse,1992-11-21,9999-01-01,Senior Staff,1965-01-30
497007,Oldrich,Adachi,1996-12-23,9999-01-01,Senior Engineer,1965-01-23
497007,Oldrich,Adachi,1996-12-23,9999-01-01,Senior Engineer,1965-01-23
497174,Sanjiv,Bressoud,1991-05-09,9999-01-01,Senior Engineer,1965-01-02
497340,Fayez,Keohane,1989-01-11,9999-01-01,Senior Staff,1965-01-06
497391,Paris,Lieblein,1993-08-19,9999-01-01,Engineer,1965-01-30
497835,Shuho,Laurillard,1998-05-19,9999-01-01,Technique Leader,1965-01-29
498185,Caolyn,Marciano,1994-03-16,9999-01-01,Senior Engineer,1965-01-19
498337,Naraig,Docker,1997-05-17,9999-01-01,Staff,1965-01-30
498456,Geraldo,Gerteisen,1987-06-05,9999-01-01,Senior Staff,1965-01-17
498635,Florian,Pezzoli,1986-09-21,9999-01-01,Senior Staff,1965-01-09
498838,Sanjay,Ciolek,1989-12-13,9999-01-01,Senior Staff,1965-01-16
498845,Arumugam,Pelc,1999-08-17,9999-01-01,Senior Engineer,1965-01-09
498955,Nechama,Kandlur,1988-01-24,9999-01-01,Senior Engineer,1965-01-13
499194,Padma,Delgrange,1997-11-03,9999-01-01,Senior Staff,1965-01-29
499194,Padma,Delgrange,1997-11-03,9999-01-01,Senior Staff,1965-01-29
499260,Danae,Honglei,1988-08-02,9999-01-01,Engineer,1965-01-11
499495,Baoqiu,Kakkar,1987-07-16,9999-01-01,Engineer,1965-01-14
